,headline
2414,La Liga Chief Claims Saudi Arabia Is Using Sports to ‘Whitewash’ Reputation
2415,La arquitectura más atractiva del planeta está en la Antártida
2416,La arremetida contra la cruzada anticorrupción
2417,La batalla de China contra el coronavirus en imágenes
2418,La brutal estrategia de López Obrador para aumentar impuestos
2419,La ceguera me volvió paranoica en el amor
2420,La compañía misteriosa que podría acabar con la privacidad que conocemos
2421,La década en que nos hicimos feministas
2422,La guerra de Bolsonaro contra la verdad
2423,La historia de corrupción detrás de la fortuna de la mujer más rica de África
2424,La lucha anticorrupción fue desmantelada en Centroamérica
2425,La muerte de los gigantes de agua dulce
2426,La próxima revolución digital empezará en África
2427,La rebelión contra las élites en América Latina
2428,La única alternativa para Venezuela
2429,Labor Dept. Rule to Curb Lawsuits by Franchise Workers
2430,"Lagging Rivals, Elizabeth Warren Raised $21.2 Million in 4th Quarter"
2431,Lakers and Clippers: The Back-to-Back to Beware
2432,Lamar Alexander says he’s undecided on witnesses.
2433,"Lamar Alexander, Key G.O.P. Senator, Plans to Oppose Move for New Evidence"
2434,"Lamar Alexander, Set to Leave Office, Is G.O.P. Wild Card on Witnesses"
2435,Lamar Jackson’s Dream Season Ends With a Startling Loss
2436,Landlord in Deadly East Village Explosion Sentenced to at Least 4 Years
2437,Larry David’s Nightmare
2438,Larry Kramer Leaves No Score Unsettled in an Epic’s Finale
2439,Larry Kramer Wishes More People Wrote About Gay History
2440,"Las Vegas Doubles Down on Sports, Live and Broadcast"
2441,Las Vegas expects a high-scoring game.
2442,Las cafeterías en Arabia Saudita reflejan los cambios de la sociedad
2443,Las nuevas amenazas al periodismo vienen de los gobiernos
2444,"Last-minute rule change allows cases to be presented over 3 days, not 2."
2445,Late Night Dissects Alan Dershowitz’s Unimpeachable Logic
2446,Late Night Is Back and Ready for War
2447,Late Night Links John Bolton’s Moral Courage and His Projected Book Sales
2448,Late Night Settles in for More Impeachment-Related Entertainment
2449,Late Night Taken Aback as Trump Says He Likes to Obey the Law
2450,Late Night Takes On the Warren-Sanders War of Words
2451,"Late Night on Trump’s Defense: ‘Just in Case, Gas Up the Bronco’"
2452,Late night of debate takes its toll on the Senate.
2453,Latin America’s Radical Feminism Is Spreading
2454,Latino Voters Will Decide the 2020 Election
2455,"Laura Lieberman, Jeremy Skog"
2456,Laura Linney Feels the Love at Her Broadway Opening
2457,"Lauren Coward, Michael Craig"
2458,Laurie Anderson Needs Your Help Finding an Image From Balzac
2459,Lawmakers Clash Over Shape of Impeachment Trial as Rules Vote Looms
2460,Lawmakers Got Lurid Accusations About a State Senator. From His Brother.
2461,Lawmakers debate a Democratic amendment for more documents.
2462,Lawmakers say repetition puts facts into context.
2463,Lawsuit Claims Epstein Trafficked Girls in Caribbean Until 2018
2464,Lawyers begin their assault on Joe Biden and his son Hunter.
2465,Lawyers for Harry and Meghan Warn British Media Over Photos
2466,Lawyers for Harry and Meghan Warn British Media Over Photos
2467,Lawyers zero in on the Mueller inquiry.
2468,Lead-In to Some Important Articles
2469,Leader of Pakistani Rights Movement Is Arrested on Conspiracy Charges
2470,Leader of Right-Wing Border Militia Pleads Guilty to Federal Gun Charge
2471,Leading Senate Republicans said to be angry at White House.
2472,"Leah Robins, Daniel Sternberg"
2473,Learning to Swim: An Australian Birthright
2474,Leaving Shanghai as the Coronavirus Extended Its Reach
2475,Lebanon Names New Cabinet Amid Political and Economic Crisis
2476,Lebanon Orders Carlos Ghosn to Stay Put
2477,"Lee Gelber, Dean of New York Tour Guides, Dies at 81"
2478,"Legal Pads, Photographs and a Podcast: How Senators Are Documenting Impeachment"
2479,Legalized Bribery by Elites Is Here to Stay. Now What?
2480,"Leila Janah, Entrepreneur Who Hired the Poor, Dies at 37"
2481,Leishman Cards 65 to Win at Torrey Pines as Rahm Falters
2482,Leisure Activity for Which You Need Glasses
2483,"Les Wexner, Victoria’s Secret Owner, Is in Talks to Step Down"
2484,"Leslie Jones Is Ready to Rock the Boat, Hard"
2485,"Lesson of the Day: ‘100 Years Ago, the Booziest January Suddenly Dried Up’"
2486,"Lesson of the Day: ‘Before the Liberation of Auschwitz, a March of Misery’"
2487,"Lesson of the Day: ‘Chinese Restaurants Are Closing. That’s a Good Thing, the Owners Say.’"
2488,Lesson of the Day: ‘Dogs Can’t Help Falling in Love’
2489,Lesson of the Day: ‘Emojis Meet Hieroglyphs: If King Tut Could Text’
2490,Lesson of the Day: ‘Holding Tight to a Racing Tradition’
2491,Lesson of the Day: ‘How Fast Can a Human Run?’
2492,Lesson of the Day: ‘How’s Your Internship Going? This Teen Found a Planet’
2493,Lesson of the Day: ‘Just 700 Speak This Language (50 in the Same Brooklyn Building)’
2494,"Lesson of the Day: ‘Ready, Set, Vote: Here’s Everything You Need to Know for the 2020 Primaries’"
2495,Lesson of the Day: ‘Rural Montana Had Already Lost Too Many Native Women. Then Selena Disappeared.’
2496,Lesson of the Day: ‘Sashaying Their Way Through Youth’
2497,"Lesson of the Day: ‘The Census Begins Where It Has Struggled Before: Remote, Frozen Alaska’"
2498,"Lesson of the Day: ‘The City That Cycles With the Young, the Old, the Busy and the Dead’"
2499,"Lesson of the Day: ‘The Machines Are Learning, and So Are the Students’"
2500,Lesson of the Day: ‘Two States. Eight Textbooks. Two American Stories.’
2501,"Lesson of the Day: ‘U.S. Strike in Iraq Kills Qassim Suleimani, Commander of Iranian Forces’"
2502,Lesson of the Day: ‘What Happened When a State Made Food Stamps Harder to Get’
2503,"Lesson of the Day: ‘What Is the Coronavirus? Symptoms, Treatment and Risks’"
2504,Lesson of the Day: ‘When the Monkey Chants Are for You: A Soccer Star’s View of Racist Abuse’
2505,Lesson of the Day: ‘“It’s an Atomic Bomb”: Australia Deploys Military as Fires Spread’
2506,Lessons From the Last Impeachment Trial
2507,"Lessons for Americans, From a Chinese Classroom"
2508,Let Us All Now Weep for Donald Trump
2509,Letter of Recommendation: Ginger Gum
2510,Letter of Recommendation: John Waters’s ‘Desperate Living’
2511,Letter of Recommendation: Lip Reading
2512,Letter of Recommendation: ‘The Happy Song’ by Imogen Heap
2513,Lev Parnas Adds New Details on Push to Oust Ambassador to Ukraine
2514,Lev Parnas Adds New Details on Push to Oust U.S. Ambassador to Ukraine
2515,Lev Parnas Asks Barr to Recuse Himself From Criminal Case
2516,Lev Parnas Says He Has Recording of Trump Calling for Ambassador’s Firing
2517,Lev Parnas Speaks Out About What Trump Knew
2518,Lev Parnas arrives at the Capitol as supporters chant ‘Let Lev speak.’
2519,Lev Parnas makes another appeal to testify.
2520,Lev Parnas tried — but failed — to make it into the Senate.
2521,"Lev Parnas, Key Player in Ukraine Affair, Completes Break With Trump and Giuliani"
2522,Library Books
2523,Libya Rebels Capture Key Coastal City in Threat to U.N.-Backed Government
2524,"Libya, Harry and Meghan, SpaceX: Your Monday Briefing"
2525,Libyan Militant Is Sentenced to 19 Years in Deadly Benghazi Attacks
2526,Libyan Rivals Announce a Truce in the Battle for Tripoli
2527,Life in Tech’s ‘Uncanny Valley’
2528,Life’s Best Dinners
2529,Lifting Off in ‘Porgy and Bess’
2530,Like Cocoons and Cotton Candy
2531,"Lina Ben Mhenni, 36, ‘a Tunisian Girl’ Who Confronted Regime, Dies"
2532,"Lincoln Center’s Next Season: ‘Elektra,’ Cleveland, Rouse"
2533,Lindsey Graham wants an independent inquiry ‘like Mueller’ for the Bidens.
2534,Lingering Questions After the Iran Crisis
2535,"Listen Up, Liberals: You Aren’t Doing Politics Right"
2536,"Listen to ‘1619,’ a Podcast From The New York Times"
2537,"Listen to ‘The Battle for Europe,’ a Series From ‘The Daily’ Podcast"
2538,"Listen to ‘The Battle for Europe,’ a Series From ‘The Daily’ Podcast"
2539,"Listening Well: A Love Story, and Other Tales"
2540,"Little Clarity, Many Theories in Ukraine Airline Crash in Iran"
2541,Live Updates on Death of Kobe Bryant: No ‘Black Box’ on Helicopter
2542,Live Updates: Iran Promises Retaliation After U.S. Kills General
2543,Liz Cheney Says She Won’t Run for Senate in Wyoming
2544,Lo que mi abuela me enseñó del amor
2545,Lo que querías saber sobre el anuncio del príncipe Enrique y Meghan
2546,"Local New Hampshire Union Backs Bernie Sanders, Bucking National Affiliate"
2547,Local Prosecutor in Washington Sues Trump Inaugural Committee
2548,Logjam Over Impeachment Trial Leaves Trump Prosecutors Little Time to Prepare
2549,London Police Are Taking Surveillance to a Whole New Level
2550,Longest Smuggling Tunnel Is Found at U.S.-Mexico Border
2551,Longing for Stability After a Childhood Spent in Hospitals
2552,"Lonzo Ball Finds His Shot, and a Fresh Start, in New Orleans"
2553,Look at how the Senate transforms into a courtroom.
2554,Looking Beyond Life in a Homeless Shelter With 4 Children
2555,Looking Toward a New Era of Australian Cuisine
2556,Looking at Agatha Christie and Feminism
2557,Looking for a Book to Read With Friends?
2558,Looking on the Bright Side May Be Good for Your Health
2559,"Lord of the Rings, 2020 and Stuffed Oreos: Read the Andrew Bosworth Memo"
2560,"Lorenza Mazzetti, Wartime Survivor and Seminal Filmmaker, Dies at 92"
2561,Los 17 retratos gigantes que sacudieron a un pueblito del sur de Estados Unidos
2562,Los Angeles Officers Suspended After Boy Is Wrongly Labeled a Gang Member
2563,Los Angeles Rethinks Taxis as Uber and Lyft Dominate the Streets
2564,Los comerciantes de la sed
2565,Los donativos estadounidenses no son la solución a las tragedias del mundo
2566,"Los incendios en Australia se calmaron, pero esta ciudad costera sigue aislada"
2567,Los latinos de Los Ángeles se despiden de su ‘compa’ Kobe Bryant
2568,"Los mercados de China, epicentro de un brote letal"
2569,"Los pobres ensucian, los ricos limpian"
2570,"Losing Meghan, Prince Harry and (Potentially) Billions of Pounds"
2571,Loud Fitness Classes Take a Toll on Instructors’ Voices
2572,"Louis Nirenberg, ‘One of the Great Mathematicians,’ Dies at 94"
2573,Louisiana Authorities Seek to Arrest Odell Beckham Jr. for Backside Slap
2574,Love Letter: A Divorced Couple Remarries
2575,"Love Letter: For Romance, Just Add Water"
2576,Love Letter: Learning to Love While Blind
2577,Love Letter: Prince Harry and Meghan’s Royal Exit
2578,Love Letter: ‘I Can Take Myself to the Movies’
2579,Love in the Time of Low Expectations
2580,Love in the Time of Trump: How Do You Approach Politics on Dating Apps?
2581,Low Interest Rates Worry the Fed. Ben Bernanke Has Some Ideas.
2582,"Low Rates, Cheap Gas and Deeper Debt Sustain Car Buying Boom"
2583,Luchar contra el cinismo
2584,Luis Rojas and the Mets Embrace Their Second Chance
2585,Luke Kuechly Joins N.F.L.’s Under-30 Retirees Club
2586,Luna de miel a bordo de una Harley
2587,Lunar New Year
2588,Lyft Plans Job Cuts as Part of Restructuring
2589,"L’état, C’est Trump"
2590,M.L.B.’s War of Words With the Minors Hits a Boiling Point
2591,Mac Miller and Jon Brion Had a Vision. It Almost Came True.
2592,Macron Fires Ambassador Who Attacked His Pension Plan
2593,Macron Scraps Proposal to Raise Retirement Age in France
2594,Mad at the Voter Who Left Jeter Off the Ballot? He’s Not
2595,"Maggie Kiselick, Brendan Milnamow"
2596,Major Insurers Pledge $55 Million to Try to Lower Generic Drug Prices
2597,Major TikTok Security Flaws Found
2598,Make Mushroom Bourguignon This Weekend
2599,Make Republicans Uncomfortable
2600,Making Sure Our Antibiotics Remain Potent
2601,Making Yellow School Buses a Little More Green
2602,Making Yellow School Buses a Little More Green
2603,"Mamie Kirkland, Witness to an Era of Racial Terror, Dies at 111"
2604,Man Accused of Making ‘Swatting’ Threats With White Supremacists
2605,"Man Accused of Murdering Woman, 92, Should Have Been Deported, ICE Says"
2606,Man Captured on Doorbell Camera Footage Confessing to Murder
2607,Man Charged With Throwing Lit Incendiary Device at Planned Parenthood
2608,"Man Faces a Proposed $13 Million Fine for Racist Robocalls, U.S. Says"
2609,Man Sentenced to Life in Prison for Killing Border Patrol Agent
2610,"Man Slams Into Car Carrying 6 Teenagers, Killing 3, Officials Say"
2611,Man Survives 3 Weeks Alone After Alaska Cabin Burns Down
2612,Managers draw senators into argument in describing freeze.
2613,Managers piece together a story of an extensive cover-up.
2614,Managers seek to prove Trump is a future threat.
2615,Managers try to rebut expected defense by White House.
2616,Managers wrap up their opening arguments.
2617,Managers’ show of evidence could undercut their call for new documents and witnesses.
2618,Manchester United Clings to Moral Victories After Yet Another Loss
2619,Many Adults Are Helping Their Parents Financially Despite Strain
2620,Many Felt David Stern’s Wrath. He’ll Be Missed Anyway.
2621,"Many in China Wear Them, but Do Masks Block Coronavirus?"
2622,Mapping Potholes by Phone (the West Bank’s Roads Were Smoother)
2623,March Madness Quartet
2624,Marco Rubio: Investing in China Is Not a Good Deal
2625,Marco Rubio: Investing in China Is Not a Good Deal
2626,"Margo Lion, Producer of ‘Hairspray’ and More, Dies at 75"
2627,"Marian Finucane, 69, Dies; Influential Voice in Irish Radio"
2628,Marianne Williamson Drops Out of 2020 Presidential Race
2629,Marianne Williamson Drops Out of 2020 Race
2630,Marianne Williamson Says She’ll Support Andrew Yang in Iowa
2631,"Marijuana Will Be Legalized in New York in 2020, Cuomo Vows"
2632,Marijuana: Where N.Y. Stands on Legalization
2633,Marine Labs on the Water’s Edge Are Threatened by Climate Change
2634,Mario Balotelli’s Italian Homecoming
2635,Mario Buatta Auction Shatters Estimates for Chintz
2636,"Marion Chesney, a.k.a. Mystery Writer M.C. Beaton, Dies at 83"
2637,"Mark Hamill, a ‘Star Wars’ Star, Gets His Record Back"
2638,"Marli Scharlin, Miles Bergner"
2639,Marlon James to Host New Literary Podcast
2640,Martha McSally Calls CNN Reporter a ‘Liberal Hack’
2641,Martha McSally Calls CNN Reporter a ‘Liberal Hack’
2642,Martin Lawrence on Explosions On and Offscreen
2643,Martin Luther King Jr. Day: 8 Places in New York to Remember His Legacy
2644,Martin Scorsese Finds Tension in Glances in ‘The Irishman’
2645,Martin Scorsese Is Letting Go
2646,Martin Shkreli Faces New Accusations Over High-Priced Drug
2647,Mask Hoarders May Raise Risk of a Coronavirus Outbreak in the U.S.
2648,Masked Men Attack Students in Rampage at University in New Delhi
2649,Masks Are On. Games Are Canceled. Fear of the Coronavirus Comes to U.S. Colleges.
2650,Matt LaFleur and Aaron Rodgers have Green Bay’s offense clicking.
2651,"Matty Maher, an Institution at an Institution, McSorley’s, Dies at 80"
2652,Max Frankel: Dining Without the Din
2653,"Mayor de Blasio Offers ‘Minimalist’ $95.3 Billion Budget, Warning of Cuts"
2654,McConnell Impeachment Rules Modify Clinton Precedent
2655,McConnell Impeachment Rules Modify Clinton Precedent
2656,"McConnell Prefers to Hold ’Em, but Also Knows When to Fold ’Em"
2657,McConnell Pushes to Speed Impeachment Trial as Trump Requests Swift Acquittal
2658,McConnell Says He Will Move Forward on Impeachment Trial Without Witnesses
2659,McConnell Says He Will Proceed on Impeachment Trial Without Witness Deal
2660,McConnell Says He Will Proceed on Impeachment Trial Without Witness Deal
2661,McConnell Unveils Rules for Trump Impeachment Trial
2662,McConnell challenges senators with remarks about fairness over partisanship.
2663,McConnell counts enough votes to defeat any Democratic changes to the trial rules.
2664,McConnell discourages Democratic attempts to change his rules using an old trick.
2665,McConnell drafts rules for the trial.
2666,McConnell offers decorum advice to his colleagues on an open microphone.
2667,McConnell opens the floor to debate with remarks about fairness over partisanship.
2668,McConnell prepares procedures that will govern the trial.
2669,McConnell requests that Democrats bundle their amendments.
2670,McConnell says he doesn’t yet have the votes to block Democrats from calling witnesses.
2671,"McConnell, Rebuffing Pelosi, Declines to Budge on Impeachment Trial Terms"
2672,McConnell’s changes to the trial rules came after concerns from Republican senators.
